precinct,rank1,rank2,rank3
12-11,DeWayne Townsend,skipped,skipped
12-11,DeWayne Townsend,skipped,skipped
12-11,DeWayne Townsend,skipped,skipped
12-11,DeWayne Townsend,skipped,skipped
12-11,DeWayne Townsend,skipped,skipped
12-11,DeWayne Townsend,skipped,skipped
13-01,DeWayne Townsend,skipped,skipped
13-01,DeWayne Townsend,skipped,skipped
13-01,DeWayne Townsend,skipped,skipped
13-02,DeWayne Townsend,skipped,skipped
13-02,DeWayne Townsend,skipped,skipped
13-02,DeWayne Townsend,skipped,skipped
13-02,DeWayne Townsend,skipped,skipped
13-02,DeWayne Townsend,skipped,skipped
13-02,DeWayne Townsend,skipped,skipped
13-02,DeWayne Townsend,skipped,skipped
13-02,DeWayne Townsend,skipped,skipped
13-02,DeWayne Townsend,skipped,skipped
13-03,DeWayne Townsend,skipped,skipped
13-03,DeWayne Townsend,skipped,skipped
13-03,DeWayne Townsend,skipped,skipped
13-03,DeWayne Townsend,skipped,skipped
13-04,DeWayne Townsend,skipped,skipped
13-04,DeWayne Townsend,skipped,skipped
13-04,DeWayne Townsend,skipped,skipped
13-04,DeWayne Townsend,skipped,skipped
13-04,DeWayne Townsend,skipped,skipped
13-05,DeWayne Townsend,skipped,skipped
13-05,DeWayne Townsend,skipped,skipped
13-05,DeWayne Townsend,skipped,skipped
13-05,DeWayne Townsend,skipped,skipped
13-05,DeWayne Townsend,skipped,skipped
13-05,DeWayne Townsend,skipped,skipped
13-06,DeWayne Townsend,skipped,skipped
13-06,DeWayne Townsend,skipped,skipped
13-06,DeWayne Townsend,skipped,skipped
13-07,DeWayne Townsend,skipped,skipped
13-07,DeWayne Townsend,skipped,skipped
13-07,DeWayne Townsend,skipped,skipped
13-07,DeWayne Townsend,skipped,skipped
13-08,DeWayne Townsend,skipped,skipped
13-08,DeWayne Townsend,skipped,skipped
13-08,DeWayne Townsend,skipped,skipped
13-09,DeWayne Townsend,skipped,skipped
13-09,DeWayne Townsend,skipped,skipped
13-09,DeWayne Townsend,skipped,skipped
13-09,DeWayne Townsend,skipped,skipped
13-09,DeWayne Townsend,skipped,skipped
13-09,DeWayne Townsend,skipped,skipped
13-09,DeWayne Townsend,skipped,skipped
13-09,DeWayne Townsend,skipped,skipped
13-09,DeWayne Townsend,skipped,skipped
13-09,DeWayne Townsend,skipped,skipped
13-09,DeWayne Townsend,skipped,skipped
13-10,DeWayne Townsend,skipped,skipped
13-10,DeWayne Townsend,skipped,skipped
06-03,writein,skipped,skipped
13-03,David Wheeler,writein,writein
06-08,David Wheeler,Carol Becker,writein
02-02,David Wheeler,Carol Becker,writein
02-05,David Wheeler,Carol Becker,writein
01-05,David Wheeler,Carol Becker,writein
12-01,David Wheeler,Carol Becker,writein
04-09,David Wheeler,Carol Becker,writein
01-03,David Wheeler,Carol Becker,writein
13-02,David Wheeler,Carol Becker,writein
10-09,David Wheeler,Carol Becker,writein
10-11,David Wheeler,Carol Becker,writein
01-02,David Wheeler,Carol Becker,R. Michael Martens
01-02,David Wheeler,Carol Becker,R. Michael Martens
01-02,David Wheeler,Carol Becker,R. Michael Martens
01-03,David Wheeler,Carol Becker,R. Michael Martens
01-03,David Wheeler,Carol Becker,R. Michael Martens
01-04,David Wheeler,Carol Becker,R. Michael Martens
01-05,David Wheeler,Carol Becker,R. Michael Martens
01-06,David Wheeler,Carol Becker,R. Michael Martens
01-06,David Wheeler,Carol Becker,R. Michael Martens
01-07,David Wheeler,Carol Becker,R. Michael Martens
01-07,David Wheeler,Carol Becker,R. Michael Martens
01-09,David Wheeler,Carol Becker,R. Michael Martens
01-09,David Wheeler,Carol Becker,R. Michael Martens
01-09,David Wheeler,Carol Becker,R. Michael Martens
01-10,David Wheeler,Carol Becker,R. Michael Martens
01-10,David Wheeler,Carol Becker,R. Michael Martens
02-01,David Wheeler,Carol Becker,R. Michael Martens
02-02,David Wheeler,Carol Becker,R. Michael Martens
02-02,David Wheeler,Carol Becker,R. Michael Martens
02-02,David Wheeler,Carol Becker,R. Michael Martens
02-02,David Wheeler,Carol Becker,R. Michael Martens
02-02,David Wheeler,Carol Becker,R. Michael Martens
02-06,David Wheeler,Carol Becker,R. Michael Martens
02-09,David Wheeler,Carol Becker,R. Michael Martens
03-01,David Wheeler,Carol Becker,R. Michael Martens
03-03,David Wheeler,Carol Becker,R. Michael Martens
03-04,David Wheeler,Carol Becker,R. Michael Martens
03-04,David Wheeler,Carol Becker,R. Michael Martens
03-06,David Wheeler,Carol Becker,R. Michael Martens
03-07,David Wheeler,Carol Becker,R. Michael Martens
04-01,David Wheeler,Carol Becker,R. Michael Martens
04-02,David Wheeler,Carol Becker,R. Michael Martens
04-02,David Wheeler,Carol Becker,R. Michael Martens
04-02,David Wheeler,Carol Becker,R. Michael Martens
04-03,David Wheeler,Carol Becker,R. Michael Martens
04-03,David Wheeler,Carol Becker,R. Michael Martens
04-04,David Wheeler,Carol Becker,R. Michael Martens
04-04,David Wheeler,Carol Becker,R. Michael Martens
04-05,David Wheeler,Carol Becker,R. Michael Martens
04-06,David Wheeler,Carol Becker,R. Michael Martens
04-08,David Wheeler,Carol Becker,R. Michael Martens
04-08,David Wheeler,Carol Becker,R. Michael Martens
04-08,David Wheeler,Carol Becker,R. Michael Martens
04-08,David Wheeler,Carol Becker,R. Michael Martens
04-09,David Wheeler,Carol Becker,R. Michael Martens
04-09,David Wheeler,Carol Becker,R. Michael Martens
04-09,David Wheeler,Carol Becker,R. Michael Martens
05-04,David Wheeler,Carol Becker,R. Michael Martens
05-05,David Wheeler,Carol Becker,R. Michael Martens
05-08,David Wheeler,Carol Becker,R. Michael Martens
05-10,David Wheeler,Carol Becker,R. Michael Martens
06-01,David Wheeler,Carol Becker,R. Michael Martens
06-02,David Wheeler,Carol Becker,R. Michael Martens
06-02,David Wheeler,Carol Becker,R. Michael Martens
06-02,David Wheeler,Carol Becker,R. Michael Martens
06-03,David Wheeler,Carol Becker,R. Michael Martens
06-03,David Wheeler,Carol Becker,R. Michael Martens
06-03,David Wheeler,Carol Becker,R. Michael Martens
06-04,David Wheeler,Carol Becker,R. Michael Martens
06-04,David Wheeler,Carol Becker,R. Michael Martens
06-04,David Wheeler,Carol Becker,R. Michael Martens
06-04,David Wheeler,Carol Becker,R. Michael Martens
06-05,David Wheeler,Carol Becker,R. Michael Martens
07-01,David Wheeler,Carol Becker,R. Michael Martens
07-01,David Wheeler,Carol Becker,R. Michael Martens
07-01,David Wheeler,Carol Becker,R. Michael Martens
07-01,David Wheeler,Carol Becker,R. Michael Martens
07-01,David Wheeler,Carol Becker,R. Michael Martens
07-01,David Wheeler,Carol Becker,R. Michael Martens
07-02,David Wheeler,Carol Becker,R. Michael Martens
07-02,David Wheeler,Carol Becker,R. Michael Martens
07-03,David Wheeler,Carol Becker,R. Michael Martens
07-03,David Wheeler,Carol Becker,R. Michael Martens
07-03,David Wheeler,Carol Becker,R. Michael Martens
07-04,David Wheeler,Carol Becker,R. Michael Martens
07-05,David Wheeler,Carol Becker,R. Michael Martens
07-05,David Wheeler,Carol Becker,R. Michael Martens
07-06,David Wheeler,Carol Becker,R. Michael Martens
07-06,David Wheeler,Carol Becker,R. Michael Martens
07-06,David Wheeler,Carol Becker,R. Michael Martens
07-06,David Wheeler,Carol Becker,R. Michael Martens
07-06,David Wheeler,Carol Becker,R. Michael Martens
07-06,David Wheeler,Carol Becker,R. Michael Martens
07-07,David Wheeler,Carol Becker,R. Michael Martens
07-07,David Wheeler,Carol Becker,R. Michael Martens
07-07,David Wheeler,Carol Becker,R. Michael Martens
07-07,David Wheeler,Carol Becker,R. Michael Martens
07-10,David Wheeler,Carol Becker,R. Michael Martens
07-10,David Wheeler,Carol Becker,R. Michael Martens
07-10,David Wheeler,Carol Becker,R. Michael Martens
08-02,David Wheeler,Carol Becker,R. Michael Martens
08-05,David Wheeler,Carol Becker,R. Michael Martens
08-06,David Wheeler,Carol Becker,R. Michael Martens
08-06,David Wheeler,Carol Becker,R. Michael Martens
08-06,David Wheeler,Carol Becker,R. Michael Martens
08-06,David Wheeler,Carol Becker,R. Michael Martens
08-07,David Wheeler,Carol Becker,R. Michael Martens
08-08,David Wheeler,Carol Becker,R. Michael Martens
08-08,David Wheeler,Carol Becker,R. Michael Martens
08-09,David Wheeler,Carol Becker,R. Michael Martens
08-10,David Wheeler,Carol Becker,R. Michael Martens
09-02,David Wheeler,Carol Becker,R. Michael Martens
09-02,David Wheeler,Carol Becker,R. Michael Martens
09-05,David Wheeler,Carol Becker,R. Michael Martens
09-06,David Wheeler,Carol Becker,R. Michael Martens
09-06,David Wheeler,Carol Becker,R. Michael Martens
09-08,David Wheeler,Carol Becker,R. Michael Martens
10-01,David Wheeler,Carol Becker,R. Michael Martens
10-01,David Wheeler,Carol Becker,R. Michael Martens
10-01,David Wheeler,Carol Becker,R. Michael Martens
10-01,David Wheeler,Carol Becker,R. Michael Martens
10-02,David Wheeler,Carol Becker,R. Michael Martens
10-02,David Wheeler,Carol Becker,R. Michael Martens
10-02,David Wheeler,Carol Becker,R. Michael Martens
10-03,David Wheeler,Carol Becker,R. Michael Martens
10-04,David Wheeler,Carol Becker,R. Michael Martens
10-06,David Wheeler,Carol Becker,R. Michael Martens
10-07,David Wheeler,Carol Becker,R. Michael Martens
10-07,David Wheeler,Carol Becker,R. Michael Martens
10-07,David Wheeler,Carol Becker,R. Michael Martens
10-09,David Wheeler,Carol Becker,R. Michael Martens
10-09,David Wheeler,Carol Becker,R. Michael Martens
10-10,David Wheeler,Carol Becker,R. Michael Martens
10-10,David Wheeler,Carol Becker,R. Michael Martens
10-10,David Wheeler,Carol Becker,R. Michael Martens
10-10,David Wheeler,Carol Becker,R. Michael Martens
11-01,David Wheeler,Carol Becker,R. Michael Martens
11-01,David Wheeler,Carol Becker,R. Michael Martens
11-02,David Wheeler,Carol Becker,R. Michael Martens
11-02,David Wheeler,Carol Becker,R. Michael Martens
11-02,David Wheeler,Carol Becker,R. Michael Martens
11-02,David Wheeler,Carol Becker,R. Michael Martens
11-02,David Wheeler,Carol Becker,R. Michael Martens
11-02,David Wheeler,Carol Becker,R. Michael Martens
11-03,David Wheeler,Carol Becker,R. Michael Martens
11-03,David Wheeler,Carol Becker,R. Michael Martens
11-03,David Wheeler,Carol Becker,R. Michael Martens
11-04,David Wheeler,Carol Becker,R. Michael Martens
11-05,David Wheeler,Carol Becker,R. Michael Martens
11-05,David Wheeler,Carol Becker,R. Michael Martens
11-05,David Wheeler,Carol Becker,R. Michael Martens
11-05,David Wheeler,Carol Becker,R. Michael Martens
11-05,David Wheeler,Carol Becker,R. Michael Martens
11-05,David Wheeler,Carol Becker,R. Michael Martens
11-06,David Wheeler,Carol Becker,R. Michael Martens
11-06,David Wheeler,Carol Becker,R. Michael Martens
11-07,David Wheeler,Carol Becker,R. Michael Martens
11-08,David Wheeler,Carol Becker,R. Michael Martens
11-08,David Wheeler,Carol Becker,R. Michael Martens
11-08,David Wheeler,Carol Becker,R. Michael Martens
11-09,David Wheeler,Carol Becker,R. Michael Martens
12-01,David Wheeler,Carol Becker,R. Michael Martens
12-02,David Wheeler,Carol Becker,R. Michael Martens
12-02,David Wheeler,Carol Becker,R. Michael Martens
12-02,David Wheeler,Carol Becker,R. Michael Martens
12-02,David Wheeler,Carol Becker,R. Michael Martens
12-02,David Wheeler,Carol Becker,R. Michael Martens
12-03,David Wheeler,Carol Becker,R. Michael Martens
12-03,David Wheeler,Carol Becker,R. Michael Martens
12-03,David Wheeler,Carol Becker,R. Michael Martens
12-04,David Wheeler,Carol Becker,R. Michael Martens
12-04,David Wheeler,Carol Becker,R. Michael Martens
12-04,David Wheeler,Carol Becker,R. Michael Martens
12-05,David Wheeler,Carol Becker,R. Michael Martens
12-05,David Wheeler,Carol Becker,R. Michael Martens
12-05,David Wheeler,Carol Becker,R. Michael Martens
12-05,David Wheeler,Carol Becker,R. Michael Martens
12-05,David Wheeler,Carol Becker,R. Michael Martens
12-05,David Wheeler,Carol Becker,R. Michael Martens
12-06,David Wheeler,Carol Becker,R. Michael Martens
12-08,David Wheeler,Carol Becker,R. Michael Martens
12-08,David Wheeler,Carol Becker,R. Michael Martens
12-08,David Wheeler,Carol Becker,R. Michael Martens
12-08,David Wheeler,Carol Becker,R. Michael Martens
12-10,David Wheeler,Carol Becker,R. Michael Martens
13-01,David Wheeler,Carol Becker,R. Michael Martens
13-01,David Wheeler,Carol Becker,R. Michael Martens
13-01,David Wheeler,Carol Becker,R. Michael Martens
13-02,David Wheeler,Carol Becker,R. Michael Martens
13-02,David Wheeler,Carol Becker,R. Michael Martens
13-03,David Wheeler,Carol Becker,R. Michael Martens
13-03,David Wheeler,Carol Becker,R. Michael Martens
13-03,David Wheeler,Carol Becker,R. Michael Martens
13-03,David Wheeler,Carol Becker,R. Michael Martens
13-04,David Wheeler,Carol Becker,R. Michael Martens
13-04,David Wheeler,Carol Becker,R. Michael Martens
13-04,David Wheeler,Carol Becker,R. Michael Martens
13-04,David Wheeler,Carol Becker,R. Michael Martens
13-04,David Wheeler,Carol Becker,R. Michael Martens
13-05,David Wheeler,Carol Becker,R. Michael Martens
13-05,David Wheeler,Carol Becker,R. Michael Martens
13-05,David Wheeler,Carol Becker,R. Michael Martens
13-06,David Wheeler,Carol Becker,R. Michael Martens
13-06,David Wheeler,Carol Becker,R. Michael Martens
13-06,David Wheeler,Carol Becker,R. Michael Martens
13-06,David Wheeler,Carol Becker,R. Michael Martens
13-06,David Wheeler,Carol Becker,R. Michael Martens
13-07,David Wheeler,Carol Becker,R. Michael Martens
13-08,David Wheeler,Carol Becker,R. Michael Martens
13-10,David Wheeler,Carol Becker,R. Michael Martens
13-10,David Wheeler,Carol Becker,R. Michael Martens
13-10,David Wheeler,Carol Becker,R. Michael Martens
09-10,David Wheeler,Carol Becker,writein
11-04,David Wheeler,Carol Becker,writein
01-02,David Wheeler,Carol Becker,James Elliot Swartwood
01-02,David Wheeler,Carol Becker,James Elliot Swartwood
01-02,David Wheeler,Carol Becker,James Elliot Swartwood
01-04,David Wheeler,Carol Becker,James Elliot Swartwood
01-06,David Wheeler,Carol Becker,James Elliot Swartwood
01-09,David Wheeler,Carol Becker,James Elliot Swartwood
01-10,David Wheeler,Carol Becker,James Elliot Swartwood
01-10,David Wheeler,Carol Becker,James Elliot Swartwood
02-06,David Wheeler,Carol Becker,James Elliot Swartwood
02-06,David Wheeler,Carol Becker,James Elliot Swartwood
02-06,David Wheeler,Carol Becker,James Elliot Swartwood
03-01,David Wheeler,Carol Becker,James Elliot Swartwood
03-06,David Wheeler,Carol Becker,James Elliot Swartwood
04-01,David Wheeler,Carol Becker,James Elliot Swartwood
04-01,David Wheeler,Carol Becker,James Elliot Swartwood
04-01,David Wheeler,Carol Becker,James Elliot Swartwood
04-01,David Wheeler,Carol Becker,James Elliot Swartwood
04-04,David Wheeler,Carol Becker,James Elliot Swartwood
04-04,David Wheeler,Carol Becker,James Elliot Swartwood
04-05,David Wheeler,Carol Becker,James Elliot Swartwood
04-09,David Wheeler,Carol Becker,James Elliot Swartwood
04-10,David Wheeler,Carol Becker,James Elliot Swartwood
05-01,David Wheeler,Carol Becker,James Elliot Swartwood
05-03,David Wheeler,Carol Becker,James Elliot Swartwood
05-03,David Wheeler,Carol Becker,James Elliot Swartwood
05-06,David Wheeler,Carol Becker,James Elliot Swartwood
06-02,David Wheeler,Carol Becker,James Elliot Swartwood
06-02,David Wheeler,Carol Becker,James Elliot Swartwood
06-02,David Wheeler,Carol Becker,James Elliot Swartwood
06-02,David Wheeler,Carol Becker,James Elliot Swartwood
06-05,David Wheeler,Carol Becker,James Elliot Swartwood
06-08,David Wheeler,Carol Becker,James Elliot Swartwood
07-02,David Wheeler,Carol Becker,James Elliot Swartwood
07-03,David Wheeler,Carol Becker,James Elliot Swartwood
07-06,David Wheeler,Carol Becker,James Elliot Swartwood
07-07,David Wheeler,Carol Becker,James Elliot Swartwood
07-08,David Wheeler,Carol Becker,James Elliot Swartwood
07-08,David Wheeler,Carol Becker,James Elliot Swartwood
07-09,David Wheeler,Carol Becker,James Elliot Swartwood
07-10,David Wheeler,Carol Becker,James Elliot Swartwood
08-05,David Wheeler,Carol Becker,James Elliot Swartwood
08-05,David Wheeler,Carol Becker,James Elliot Swartwood
08-05,David Wheeler,Carol Becker,James Elliot Swartwood
08-05,David Wheeler,Carol Becker,James Elliot Swartwood
08-07,David Wheeler,Carol Becker,James Elliot Swartwood
08-09,David Wheeler,Carol Becker,James Elliot Swartwood
09-01,David Wheeler,Carol Becker,James Elliot Swartwood
09-04,David Wheeler,Carol Becker,James Elliot Swartwood
09-05,David Wheeler,Carol Becker,James Elliot Swartwood
09-06,David Wheeler,Carol Becker,James Elliot Swartwood
09-06,David Wheeler,Carol Becker,James Elliot Swartwood
09-09,David Wheeler,Carol Becker,James Elliot Swartwood
09-11,David Wheeler,Carol Becker,James Elliot Swartwood
10-02,David Wheeler,Carol Becker,James Elliot Swartwood
10-02,David Wheeler,Carol Becker,James Elliot Swartwood
10-06,David Wheeler,Carol Becker,James Elliot Swartwood
10-07,David Wheeler,Carol Becker,James Elliot Swartwood
10-07,David Wheeler,Carol Becker,James Elliot Swartwood
10-07,David Wheeler,Carol Becker,James Elliot Swartwood
10-08,David Wheeler,Carol Becker,James Elliot Swartwood
10-11,David Wheeler,Carol Becker,James Elliot Swartwood
10-11,David Wheeler,Carol Becker,James Elliot Swartwood
11-01,David Wheeler,Carol Becker,James Elliot Swartwood
11-01,David Wheeler,Carol Becker,James Elliot Swartwood
11-02,David Wheeler,Carol Becker,James Elliot Swartwood
11-02,David Wheeler,Carol Becker,James Elliot Swartwood
11-02,David Wheeler,Carol Becker,James Elliot Swartwood
11-07,David Wheeler,Carol Becker,James Elliot Swartwood
11-07,David Wheeler,Carol Becker,James Elliot Swartwood
11-08,David Wheeler,Carol Becker,James Elliot Swartwood
11-08,David Wheeler,Carol Becker,James Elliot Swartwood
11-09,David Wheeler,Carol Becker,James Elliot Swartwood
12-03,David Wheeler,Carol Becker,James Elliot Swartwood
12-03,David Wheeler,Carol Becker,James Elliot Swartwood
12-05,David Wheeler,Carol Becker,James Elliot Swartwood
12-06,David Wheeler,Carol Becker,James Elliot Swartwood
12-08,David Wheeler,Carol Becker,James Elliot Swartwood
12-10,David Wheeler,Carol Becker,James Elliot Swartwood
12-10,David Wheeler,Carol Becker,James Elliot Swartwood
12-11,David Wheeler,Carol Becker,James Elliot Swartwood
13-02,David Wheeler,Carol Becker,James Elliot Swartwood
13-03,David Wheeler,Carol Becker,James Elliot Swartwood
13-04,David Wheeler,Carol Becker,James Elliot Swartwood
13-05,David Wheeler,Carol Becker,James Elliot Swartwood
13-05,David Wheeler,Carol Becker,James Elliot Swartwood
13-05,David Wheeler,Carol Becker,James Elliot Swartwood
13-05,David Wheeler,Carol Becker,James Elliot Swartwood
13-06,David Wheeler,Carol Becker,James Elliot Swartwood
13-07,David Wheeler,Carol Becker,James Elliot Swartwood
13-08,David Wheeler,Carol Becker,James Elliot Swartwood
13-08,David Wheeler,Carol Becker,James Elliot Swartwood
13-09,David Wheeler,Carol Becker,James Elliot Swartwood
13-09,David Wheeler,Carol Becker,James Elliot Swartwood
13-10,David Wheeler,Carol Becker,James Elliot Swartwood
01-01,David Wheeler,Carol Becker,DeWayne Townsend
01-01,David Wheeler,Carol Becker,DeWayne Townsend
01-02,David Wheeler,Carol Becker,DeWayne Townsend
01-02,David Wheeler,Carol Becker,DeWayne Townsend
01-03,David Wheeler,Carol Becker,DeWayne Townsend
01-03,David Wheeler,Carol Becker,DeWayne Townsend
01-03,David Wheeler,Carol Becker,DeWayne Townsend
01-04,David Wheeler,Carol Becker,DeWayne Townsend
01-04,David Wheeler,Carol Becker,DeWayne Townsend
01-04,David Wheeler,Carol Becker,DeWayne Townsend
01-04,David Wheeler,Carol Becker,DeWayne Townsend
01-04,David Wheeler,Carol Becker,DeWayne Townsend
01-04,David Wheeler,Carol Becker,DeWayne Townsend
01-05,David Wheeler,Carol Becker,DeWayne Townsend
01-05,David Wheeler,Carol Becker,DeWayne Townsend
01-06,David Wheeler,Carol Becker,DeWayne Townsend
01-06,David Wheeler,Carol Becker,DeWayne Townsend
01-06,David Wheeler,Carol Becker,DeWayne Townsend
01-07,David Wheeler,Carol Becker,DeWayne Townsend
01-07,David Wheeler,Carol Becker,DeWayne Townsend
01-07,David Wheeler,Carol Becker,DeWayne Townsend
01-08,David Wheeler,Carol Becker,DeWayne Townsend
01-09,David Wheeler,Carol Becker,DeWayne Townsend
01-09,David Wheeler,Carol Becker,DeWayne Townsend
02-01,David Wheeler,Carol Becker,DeWayne Townsend
02-01,David Wheeler,Carol Becker,DeWayne Townsend
02-02,David Wheeler,Carol Becker,DeWayne Townsend
02-02,David Wheeler,Carol Becker,DeWayne Townsend
02-02,David Wheeler,Carol Becker,DeWayne Townsend
02-03,David Wheeler,Carol Becker,DeWayne Townsend
02-03,David Wheeler,Carol Becker,DeWayne Townsend
02-03,David Wheeler,Carol Becker,DeWayne Townsend
02-03,David Wheeler,Carol Becker,DeWayne Townsend
02-04,David Wheeler,Carol Becker,DeWayne Townsend
02-06,David Wheeler,Carol Becker,DeWayne Townsend
02-07,David Wheeler,Carol Becker,DeWayne Townsend
02-07,David Wheeler,Carol Becker,DeWayne Townsend
02-07,David Wheeler,Carol Becker,DeWayne Townsend
02-07,David Wheeler,Carol Becker,DeWayne Townsend
02-07,David Wheeler,Carol Becker,DeWayne Townsend
02-09,David Wheeler,Carol Becker,DeWayne Townsend
02-09,David Wheeler,Carol Becker,DeWayne Townsend
02-09,David Wheeler,Carol Becker,DeWayne Townsend
02-09,David Wheeler,Carol Becker,DeWayne Townsend
02-09,David Wheeler,Carol Becker,DeWayne Townsend
03-01,David Wheeler,Carol Becker,DeWayne Townsend
03-02,David Wheeler,Carol Becker,DeWayne Townsend
03-03,David Wheeler,Carol Becker,DeWayne Townsend
03-03,David Wheeler,Carol Becker,DeWayne Townsend
03-05,David Wheeler,Carol Becker,DeWayne Townsend
03-06,David Wheeler,Carol Becker,DeWayne Townsend
03-06,David Wheeler,Carol Becker,DeWayne Townsend
03-06,David Wheeler,Carol Becker,DeWayne Townsend
03-07,David Wheeler,Carol Becker,DeWayne Townsend
03-07,David Wheeler,Carol Becker,DeWayne Townsend
03-07,David Wheeler,Carol Becker,DeWayne Townsend
03-07,David Wheeler,Carol Becker,DeWayne Townsend
03-09,David Wheeler,Carol Becker,DeWayne Townsend
04-02,David Wheeler,Carol Becker,DeWayne Townsend
04-02,David Wheeler,Carol Becker,DeWayne Townsend
04-02,David Wheeler,Carol Becker,DeWayne Townsend
04-04,David Wheeler,Carol Becker,DeWayne Townsend
04-05,David Wheeler,Carol Becker,DeWayne Townsend
04-06,David Wheeler,Carol Becker,DeWayne Townsend
04-06,David Wheeler,Carol Becker,DeWayne Townsend
04-07,David Wheeler,Carol Becker,DeWayne Townsend
04-07,David Wheeler,Carol Becker,DeWayne Townsend
04-09,David Wheeler,Carol Becker,DeWayne Townsend
04-09,David Wheeler,Carol Becker,DeWayne Townsend
04-10,David Wheeler,Carol Becker,DeWayne Townsend
05-04,David Wheeler,Carol Becker,DeWayne Townsend
05-05,David Wheeler,Carol Becker,DeWayne Townsend
05-06,David Wheeler,Carol Becker,DeWayne Townsend
05-06,David Wheeler,Carol Becker,DeWayne Townsend
05-09,David Wheeler,Carol Becker,DeWayne Townsend
05-10,David Wheeler,Carol Becker,DeWayne Townsend
06-02,David Wheeler,Carol Becker,DeWayne Townsend
06-02,David Wheeler,Carol Becker,DeWayne Townsend
06-02,David Wheeler,Carol Becker,DeWayne Townsend
06-02,David Wheeler,Carol Becker,DeWayne Townsend
06-02,David Wheeler,Carol Becker,DeWayne Townsend
06-02,David Wheeler,Carol Becker,DeWayne Townsend
06-02,David Wheeler,Carol Becker,DeWayne Townsend
06-02,David Wheeler,Carol Becker,DeWayne Townsend
06-03,David Wheeler,Carol Becker,DeWayne Townsend
06-08,David Wheeler,Carol Becker,DeWayne Townsend
07-02,David Wheeler,Carol Becker,DeWayne Townsend
07-02,David Wheeler,Carol Becker,DeWayne Townsend
07-02,David Wheeler,Carol Becker,DeWayne Townsend
07-02,David Wheeler,Carol Becker,DeWayne Townsend
07-03,David Wheeler,Carol Becker,DeWayne Townsend
07-03,David Wheeler,Carol Becker,DeWayne Townsend
07-03,David Wheeler,Carol Becker,DeWayne Townsend
07-04,David Wheeler,Carol Becker,DeWayne Townsend
07-04,David Wheeler,Carol Becker,DeWayne Townsend
07-05,David Wheeler,Carol Becker,DeWayne Townsend
07-05,David Wheeler,Carol Becker,DeWayne Townsend
07-08,David Wheeler,Carol Becker,DeWayne Townsend
07-08,David Wheeler,Carol Becker,DeWayne Townsend
07-08,David Wheeler,Carol Becker,DeWayne Townsend
07-08,David Wheeler,Carol Becker,DeWayne Townsend
07-08,David Wheeler,Carol Becker,DeWayne Townsend
07-10,David Wheeler,Carol Becker,DeWayne Townsend
07-11,David Wheeler,Carol Becker,DeWayne Townsend
08-02,David Wheeler,Carol Becker,DeWayne Townsend
08-02,David Wheeler,Carol Becker,DeWayne Townsend
08-02,David Wheeler,Carol Becker,DeWayne Townsend
08-02,David Wheeler,Carol Becker,DeWayne Townsend
08-03,David Wheeler,Carol Becker,DeWayne Townsend
08-03,David Wheeler,Carol Becker,DeWayne Townsend
08-05,David Wheeler,Carol Becker,DeWayne Townsend
08-06,David Wheeler,Carol Becker,DeWayne Townsend
08-06,David Wheeler,Carol Becker,DeWayne Townsend
08-06,David Wheeler,Carol Becker,DeWayne Townsend
08-06,David Wheeler,Carol Becker,DeWayne Townsend
08-06,David Wheeler,Carol Becker,DeWayne Townsend
08-07,David Wheeler,Carol Becker,DeWayne Townsend
08-07,David Wheeler,Carol Becker,DeWayne Townsend
08-07,David Wheeler,Carol Becker,DeWayne Townsend
08-07,David Wheeler,Carol Becker,DeWayne Townsend
08-07,David Wheeler,Carol Becker,DeWayne Townsend
08-08,David Wheeler,Carol Becker,DeWayne Townsend
08-09,David Wheeler,Carol Becker,DeWayne Townsend
08-09,David Wheeler,Carol Becker,DeWayne Townsend
08-09,David Wheeler,Carol Becker,DeWayne Townsend
08-10,David Wheeler,Carol Becker,DeWayne Townsend
08-10,David Wheeler,Carol Becker,DeWayne Townsend
09-01,David Wheeler,Carol Becker,DeWayne Townsend
09-01,David Wheeler,Carol Becker,DeWayne Townsend
09-02,David Wheeler,Carol Becker,DeWayne Townsend
09-02,David Wheeler,Carol Becker,DeWayne Townsend
09-02,David Wheeler,Carol Becker,DeWayne Townsend
09-02,David Wheeler,Carol Becker,DeWayne Townsend
09-04,David Wheeler,Carol Becker,DeWayne Townsend
09-04,David Wheeler,Carol Becker,DeWayne Townsend
09-04,David Wheeler,Carol Becker,DeWayne Townsend
09-05,David Wheeler,Carol Becker,DeWayne Townsend
09-05,David Wheeler,Carol Becker,DeWayne Townsend
09-05,David Wheeler,Carol Becker,DeWayne Townsend
09-05,David Wheeler,Carol Becker,DeWayne Townsend
09-05,David Wheeler,Carol Becker,DeWayne Townsend
09-07,David Wheeler,Carol Becker,DeWayne Townsend
09-08,David Wheeler,Carol Becker,DeWayne Townsend
09-08,David Wheeler,Carol Becker,DeWayne Townsend
09-08,David Wheeler,Carol Becker,DeWayne Townsend
09-08,David Wheeler,Carol Becker,DeWayne Townsend
09-08,David Wheeler,Carol Becker,DeWayne Townsend
09-08,David Wheeler,Carol Becker,DeWayne Townsend
09-09,David Wheeler,Carol Becker,DeWayne Townsend
09-09,David Wheeler,Carol Becker,DeWayne Townsend
09-10,David Wheeler,Carol Becker,DeWayne Townsend
10-01,David Wheeler,Carol Becker,DeWayne Townsend
10-01,David Wheeler,Carol Becker,DeWayne Townsend
