precinct,rank1,rank2,rank3
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-08,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-09,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
04-10,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-01,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-02,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-03,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-04,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
05-05,skipped,skipped,skipped
