rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18
"Decker, Marjorie C.","Reeves, Kenneth E.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Hall, Robert Lee, Sr.","Murphy, Brian","Maher, David P.","Simmons, Denise","Davis, Henrietta","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Simmons, Denise","Davis, Henrietta","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Decker, Marjorie C.","Simmons, Denise","Davis, Henrietta","Hees, Bill","Maher, David P.","LaTremouille, Robert J.","Sullivan, Michael A.","Murphy, Brian","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Decker, Marjorie C.","Simmons, Denise","Galluccio, Anthony D.","Sullivan, Michael A.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Kelley, Craig A.","Seidel, Sam","Murphy, Brian","Decker, Marjorie C.","Adkins, Lawrence J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Decker, Marjorie C.","Adkins, Lawrence J.","Simmons, Denise","Reeves, Kenneth E.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Galluccio, Anthony D.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Decker, Marjorie C.","Gordon, Jesse A.","Adkins, Lawrence J.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Sullivan, Michael A.","Reeves, Kenneth E.","Galluccio, Anthony D.","Decker, Marjorie C.","Hall, Robert Lee, Sr.","Seidel, Sam","Toomey, Timothy J., Jr.","Simmons, Denise","Murphy, Brian","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Simmons, Denise","Reeves, Kenneth E.","Decker, Marjorie C.","Gordon, Jesse A.","LaTremouille, Robert J.","Murphy, Brian","Sullivan, Michael A.","Davis, Henrietta","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Seidel, Sam","Gordon, Jesse A.","Decker, Marjorie C.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Galluccio, Anthony D.","Decker, Marjorie C.","Davis, Henrietta","Maher, David P.","Murphy, Brian","Simmons, Denise","Gordon, Jesse A.","Toomey, Timothy J., Jr.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Murphy, Brian","Adkins, Lawrence J.","Gordon, Jesse A.","Condit, James E., III","Seidel, Sam","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Simmons, Denise","Decker, Marjorie C.","Galluccio, Anthony D.","Green, Andre Lerone","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Decker, Marjorie C.","Murphy, Brian","Davis, Henrietta","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Simmons, Denise","Decker, Marjorie C.","Reeves, Kenneth E.","LaTremouille, Robert J.","Kelley, Craig A.","Davis, Henrietta","Sullivan, Michael A.","Murphy, Brian","Gordon, Jesse A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Decker, Marjorie C.","Maher, David P.","Toomey, Timothy J., Jr.","Simmons, Denise","Davis, Henrietta","Adkins, Lawrence J.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Sullivan, Michael A.","Toomey, Timothy J., Jr.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Decker, Marjorie C.","Simmons, Denise","Maher, David P.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.","Davis, Henrietta","Sullivan, Michael A.","Reeves, Kenneth E.","Murphy, Brian","Adkins, Lawrence J.","Condit, James E., III","Hall, Robert Lee, Sr.","Hees, Bill","Kelley, Craig A.","LaTremouille, Robert J.","Gordon, Jesse A.","Green, Andre Lerone","Seidel, Sam"
"Simmons, Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Seidel, Sam","Kelley, Craig A.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Simmons, Denise","Decker, Marjorie C.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Simmons, Denise","Reeves, Kenneth E.","Decker, Marjorie C.","Davis, Henrietta","Adkins, Lawrence J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Kelley, Craig A.","Seidel, Sam","Murphy, Brian","Gordon, Jesse A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Adkins, Lawrence J.","Seidel, Sam","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Hees, Bill","Green, Andre Lerone","Galluccio, Anthony D.","LaTremouille, Robert J.","Kelley, Craig A.","Adkins, Lawrence J.","Simmons, Denise","Toomey, Timothy J., Jr.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Decker, Marjorie C.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Simmons, Denise","Reeves, Kenneth E.","Decker, Marjorie C.","Kelley, Craig A.","Galluccio, Anthony D.","Davis, Henrietta","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Hees, Bill","Hall, Robert Lee, Sr.","Green, Andre Lerone","Gordon, Jesse A.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped
"Sullivan, Michael A.","Davis, Henrietta","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Galluccio, Anthony D.","Maher, David P.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Sullivan, Michael A.","Decker, Marjorie C.","Reeves, Kenneth E.","Murphy, Brian","Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Gordon, Jesse A.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Simmons, Denise","Murphy, Brian","Gordon, Jesse A.","Decker, Marjorie C.","Kelley, Craig A.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Adkins, Lawrence J.","Gordon, Jesse A.","Simmons, Denise","Decker, Marjorie C.","Kelley, Craig A.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Maher, David P.","Reeves, Kenneth E.","Sullivan, Michael A.","Murphy, Brian","Kelley, Craig A.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Sullivan, Michael A.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Decker, Marjorie C.","Reeves, Kenneth E.","Adkins, Lawrence J.","Simmons, Denise","Davis, Henrietta","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Reeves, Kenneth E.","Decker, Marjorie C.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Seidel, Sam","Gordon, Jesse A.","LaTremouille, Robert J.","Decker, Marjorie C.","Reeves, Kenneth E.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"LaTremouille, Robert J.","Davis, Henrietta","Simmons, Denise","Kelley, Craig A.","Maher, David P.","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Galluccio, Anthony D.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Decker, Marjorie C.","Simmons, Denise","Reeves, Kenneth E.","Adkins, Lawrence J.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Seidel, Sam","Gordon, Jesse A.","LaTremouille, Robert J.","Murphy, Brian","Decker, Marjorie C.","Green, Andre Lerone","Reeves, Kenneth E.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Decker, Marjorie C.","Simmons, Denise","Reeves, Kenneth E.","Adkins, Lawrence J.","Sullivan, Michael A.","Galluccio, Anthony D.","Davis, Henrietta","Murphy, Brian","Maher, David P.","LaTremouille, Robert J.","Kelley, Craig A.","Gordon, Jesse A.","Green, Andre Lerone","Hall, Robert Lee, Sr.","Condit, James E., III","Toomey, Timothy J., Jr.","Seidel, Sam",skipped
"Decker, Marjorie C.","Adkins, Lawrence J.","Reeves, Kenneth E.","Simmons, Denise","Sullivan, Michael A.","Davis, Henrietta","Galluccio, Anthony D.","Kelley, Craig A.","Maher, David P.","Murphy, Brian","Toomey, Timothy J., Jr.","LaTremouille, Robert J.",skipped,skipped,skipped,skipped,skipped,skipped
"Reeves, Kenneth E.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Toomey, Timothy J., Jr.","Adkins, Lawrence J.","Simmons, Denise","Seidel, Sam","Davis, Henrietta","Maher, David P.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Decker, Marjorie C.","Simmons, Denise","Reeves, Kenneth E.","Davis, Henrietta","Toomey, Timothy J., Jr.","Murphy, Brian","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Decker, Marjorie C.","Simmons, Denise","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Decker, Marjorie C.","Davis, Henrietta","Galluccio, Anthony D.","Murphy, Brian","Adkins, Lawrence J.","Condit, James E., III","Simmons, Denise","Sullivan, Michael A.","Reeves, Kenneth E.","Seidel, Sam","LaTremouille, Robert J.","Maher, David P.","Kelley, Craig A.","Hees, Bill","Hall, Robert Lee, Sr.","Gordon, Jesse A.","Green, Andre Lerone",skipped
"Simmons, Denise","Decker, Marjorie C.","Galluccio, Anthony D.","Murphy, Brian","Sullivan, Michael A.","Davis, Henrietta","Seidel, Sam","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Decker, Marjorie C.","Simmons, Denise","Davis, Henrietta","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Galluccio, Anthony D.","LaTremouille, Robert J.","Hees, Bill","Maher, David P.","Murphy, Brian","Adkins, Lawrence J.","Condit, James E., III","Seidel, Sam","Kelley, Craig A.","Hall, Robert Lee, Sr.","Green, Andre Lerone","Gordon, Jesse A."
"Davis, Henrietta","Maher, David P.","Galluccio, Anthony D.","Adkins, Lawrence J.","Reeves, Kenneth E.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Adkins, Lawrence J.","LaTremouille, Robert J.","Maher, David P.","Galluccio, Anthony D.","Green, Andre Lerone","Gordon, Jesse A.","Hall, Robert Lee, Sr.","Kelley, Craig A.","Simmons, Denise","Hees, Bill","Murphy, Brian","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Condit, James E., III","Seidel, Sam","Decker, Marjorie C.","Reeves, Kenneth E."
"Murphy, Brian","Davis, Henrietta","Simmons, Denise","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelley, Craig A.","Murphy, Brian","Davis, Henrietta","Adkins, Lawrence J.","Simmons, Denise","Maher, David P.","Hall, Robert Lee, Sr.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Seidel, Sam","Gordon, Jesse A.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Decker, Marjorie C.","Simmons, Denise","Reeves, Kenneth E.","Galluccio, Anthony D.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Reeves, Kenneth E.","Decker, Marjorie C.","Galluccio, Anthony D.","Sullivan, Michael A.","Simmons, Denise","Davis, Henrietta","Maher, David P.","Murphy, Brian","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Reeves, Kenneth E.","Davis, Henrietta","Simmons, Denise","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Seidel, Sam","Reeves, Kenneth E.","Simmons, Denise","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Adkins, Lawrence J.","Davis, Henrietta","Condit, James E., III","Galluccio, Anthony D.","Green, Andre Lerone","Gordon, Jesse A.","Hees, Bill","Hall, Robert Lee, Sr.","Kelley, Craig A.","LaTremouille, Robert J.",skipped,"Murphy, Brian","Maher, David P."
"Simmons, Denise","Reeves, Kenneth E.","Davis, Henrietta","Decker, Marjorie C.","Murphy, Brian","Condit, James E., III","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Simmons, Denise","Reeves, Kenneth E.","Davis, Henrietta","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Adkins, Lawrence J.","Kelley, Craig A.","Gordon, Jesse A.","Seidel, Sam",Write-In 1,Write-In 2,Write-In 3,Write-In 4,Write-In 5,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Sullivan, Michael A.",Write-In 1,"Davis, Henrietta","Hees, Bill",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Decker, Marjorie C.","Simmons, Denise","Maher, David P.","Reeves, Kenneth E.","Condit, James E., III","Kelley, Craig A.","Hall, Robert Lee, Sr.","Galluccio, Anthony D.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Decker, Marjorie C.","Simmons, Denise",Write-In 1,"Toomey, Timothy J., Jr.","Sullivan, Michael A.","Seidel, Sam",skipped,"Reeves, Kenneth E.","Condit, James E., III",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,"Simmons, Denise",skipped,skipped,skipped,skipped,skipped
"Simmons, Denise","Adkins, Lawrence J.","Kelley, Craig A.","LaTremouille, Robert J.",Write-In 1,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Murphy, Brian","Gordon, Jesse A.","Seidel, Sam","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Gordon, Jesse A.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Decker, Marjorie C.","Seidel, Sam","Simmons, Denise","Gordon, Jesse A.","Kelley, Craig A.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Murphy, Brian","Davis, Henrietta","Decker, Marjorie C.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta","Simmons, Denise","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Seidel, Sam","Kelley, Craig A.","Davis, Henrietta","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelley, Craig A.","Davis, Henrietta","Maher, David P.","Decker, Marjorie C.","Galluccio, Anthony D.","Sullivan, Michael A.","Murphy, Brian","Reeves, Kenneth E.","Simmons, Denise","LaTremouille, Robert J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Simmons, Denise","Davis, Henrietta","Decker, Marjorie C.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"LaTremouille, Robert J.","Murphy, Brian","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Seidel, Sam","Kelley, Craig A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Reeves, Kenneth E.","Simmons, Denise","Galluccio, Anthony D.","Sullivan, Michael A.","Maher, David P.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Reeves, Kenneth E.","Simmons, Denise","Adkins, Lawrence J.","Gordon, Jesse A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Seidel, Sam","Sullivan, Michael A.","Reeves, Kenneth E.","Hees, Bill","Maher, David P.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Maher, David P.","Murphy, Brian","Sullivan, Michael A.","Galluccio, Anthony D.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Sullivan, Michael A.","Simmons, Denise","Reeves, Kenneth E.","Galluccio, Anthony D.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Toomey, Timothy J., Jr.","Condit, James E., III","Hees, Bill","Adkins, Lawrence J.","Murphy, Brian","Seidel, Sam","Hall, Robert Lee, Sr.","Davis, Henrietta","Decker, Marjorie C.","Sullivan, Michael A.","Simmons, Denise","LaTremouille, Robert J.",skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Decker, Marjorie C.","Gordon, Jesse A.","Simmons, Denise","Adkins, Lawrence J.","Condit, James E., III","Green, Andre Lerone","Hall, Robert Lee, Sr.","Hees, Bill","LaTremouille, Robert J.","Kelley, Craig A.","Maher, David P.","Murphy, Brian","Reeves, Kenneth E.","Seidel, Sam","Sullivan, Michael A.","Toomey, Timothy J., Jr.",skipped
"Galluccio, Anthony D.","Maher, David P.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Green, Andre Lerone","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Green, Andre Lerone","LaTremouille, Robert J.","Hees, Bill",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Gordon, Jesse A.","Seidel, Sam","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Murphy, Brian","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Reeves, Kenneth E.","Simmons, Denise","Sullivan, Michael A.","Decker, Marjorie C.","Kelley, Craig A.","Davis, Henrietta","Green, Andre Lerone",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"LaTremouille, Robert J.","Hees, Bill","Seidel, Sam","Condit, James E., III","Kelley, Craig A.","Hall, Robert Lee, Sr.","Gordon, Jesse A.","Green, Andre Lerone","Adkins, Lawrence J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Seidel, Sam","Simmons, Denise","Decker, Marjorie C.","Adkins, Lawrence J.","Murphy, Brian","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Simmons, Denise","Seidel, Sam","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Seidel, Sam","Murphy, Brian","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Galluccio, Anthony D.","Sullivan, Michael A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Seidel, Sam","Kelley, Craig A.","Murphy, Brian","Davis, Henrietta","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Decker, Marjorie C.","Galluccio, Anthony D.","Maher, David P.","Reeves, Kenneth E.","Gordon, Jesse A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Gordon, Jesse A.","Seidel, Sam","Kelley, Craig A.","Toomey, Timothy J., Jr.","Maher, David P.","Davis, Henrietta","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Murphy, Brian","Decker, Marjorie C.","Galluccio, Anthony D.","Toomey, Timothy J., Jr.","Davis, Henrietta","Seidel, Sam","Sullivan, Michael A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Seidel, Sam","Kelley, Craig A.","Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Seidel, Sam","Kelley, Craig A.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.","Maher, David P.","Murphy, Brian","Simmons, Denise","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelley, Craig A.","Reeves, Kenneth E.","Galluccio, Anthony D.","Sullivan, Michael A.","Davis, Henrietta","Decker, Marjorie C.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Maher, David P.","Murphy, Brian","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Kelley, Craig A.","Hees, Bill","Galluccio, Anthony D.","LaTremouille, Robert J.","Sullivan, Michael A.","Gordon, Jesse A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Murphy, Brian","Reeves, Kenneth E.","Davis, Henrietta","Simmons, Denise","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Murphy, Brian","Decker, Marjorie C.","Hees, Bill",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Murphy, Brian","Decker, Marjorie C.","Seidel, Sam","Davis, Henrietta","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Murphy, Brian","Davis, Henrietta","Kelley, Craig A.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Murphy, Brian","Simmons, Denise","Decker, Marjorie C.","Davis, Henrietta","Gordon, Jesse A.","Kelley, Craig A.","Galluccio, Anthony D.","Seidel, Sam","Green, Andre Lerone","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Adkins, Lawrence J.",skipped,skipped,skipped,skipped,skipped,skipped
"Seidel, Sam","Kelley, Craig A.","Sullivan, Michael A.","Murphy, Brian","Decker, Marjorie C.","Galluccio, Anthony D.","Simmons, Denise","Reeves, Kenneth E.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Seidel, Sam","Kelley, Craig A.","Sullivan, Michael A.","Murphy, Brian","Decker, Marjorie C.","Galluccio, Anthony D.","Simmons, Denise","Reeves, Kenneth E.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Decker, Marjorie C.","Sullivan, Michael A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Davis, Henrietta","Decker, Marjorie C.","Seidel, Sam",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
