precinct,rank1,rank2,rank3
10-02,Annie Young,John Erwin,Bob Fine
10-03,Annie Young,John Erwin,Bob Fine
10-03,Annie Young,John Erwin,Bob Fine
10-06,Annie Young,John Erwin,Bob Fine
10-06,Annie Young,John Erwin,Bob Fine
10-07,Annie Young,John Erwin,Bob Fine
10-07,Annie Young,John Erwin,Bob Fine
10-10,Annie Young,John Erwin,Bob Fine
11-01,Annie Young,John Erwin,Bob Fine
11-01,Annie Young,John Erwin,Bob Fine
11-02,Annie Young,John Erwin,Bob Fine
11-02,Annie Young,John Erwin,Bob Fine
11-05,Annie Young,John Erwin,Bob Fine
11-08,Annie Young,John Erwin,Bob Fine
12-01,Annie Young,John Erwin,Bob Fine
12-01,Annie Young,John Erwin,Bob Fine
12-02,Annie Young,John Erwin,Bob Fine
12-02,Annie Young,John Erwin,Bob Fine
12-03,Annie Young,John Erwin,Bob Fine
12-04,Annie Young,John Erwin,Bob Fine
12-05,Annie Young,John Erwin,Bob Fine
12-06,Annie Young,John Erwin,Bob Fine
12-08,Annie Young,John Erwin,Bob Fine
12-11,Annie Young,John Erwin,Bob Fine
13-03,Annie Young,John Erwin,Bob Fine
13-04,Annie Young,John Erwin,Bob Fine
13-04,Annie Young,John Erwin,Bob Fine
13-05,Annie Young,John Erwin,Bob Fine
13-06,Annie Young,John Erwin,Bob Fine
13-07,Annie Young,John Erwin,Bob Fine
13-09,Annie Young,John Erwin,Bob Fine
13-09,Annie Young,John Erwin,Bob Fine
03-06,Annie Young,John Erwin,writein
11-01,Annie Young,John Erwin,writein
01-01,Annie Young,John Erwin,Tom Nordyke
01-01,Annie Young,John Erwin,Tom Nordyke
01-01,Annie Young,John Erwin,Tom Nordyke
01-01,Annie Young,John Erwin,Tom Nordyke
01-02,Annie Young,John Erwin,Tom Nordyke
01-02,Annie Young,John Erwin,Tom Nordyke
01-03,Annie Young,John Erwin,Tom Nordyke
01-03,Annie Young,John Erwin,Tom Nordyke
01-03,Annie Young,John Erwin,Tom Nordyke
01-03,Annie Young,John Erwin,Tom Nordyke
01-03,Annie Young,John Erwin,Tom Nordyke
01-03,Annie Young,John Erwin,Tom Nordyke
01-04,Annie Young,John Erwin,Tom Nordyke
01-04,Annie Young,John Erwin,Tom Nordyke
01-04,Annie Young,John Erwin,Tom Nordyke
01-04,Annie Young,John Erwin,Tom Nordyke
01-04,Annie Young,John Erwin,Tom Nordyke
01-04,Annie Young,John Erwin,Tom Nordyke
01-04,Annie Young,John Erwin,Tom Nordyke
01-04,Annie Young,John Erwin,Tom Nordyke
01-04,Annie Young,John Erwin,Tom Nordyke
01-05,Annie Young,John Erwin,Tom Nordyke
01-05,Annie Young,John Erwin,Tom Nordyke
01-07,Annie Young,John Erwin,Tom Nordyke
01-08,Annie Young,John Erwin,Tom Nordyke
01-09,Annie Young,John Erwin,Tom Nordyke
01-09,Annie Young,John Erwin,Tom Nordyke
01-10,Annie Young,John Erwin,Tom Nordyke
01-10,Annie Young,John Erwin,Tom Nordyke
02-01,Annie Young,John Erwin,Tom Nordyke
02-01,Annie Young,John Erwin,Tom Nordyke
02-01,Annie Young,John Erwin,Tom Nordyke
02-01,Annie Young,John Erwin,Tom Nordyke
02-01,Annie Young,John Erwin,Tom Nordyke
02-02,Annie Young,John Erwin,Tom Nordyke
02-02,Annie Young,John Erwin,Tom Nordyke
02-02,Annie Young,John Erwin,Tom Nordyke
02-02,Annie Young,John Erwin,Tom Nordyke
02-02,Annie Young,John Erwin,Tom Nordyke
02-02,Annie Young,John Erwin,Tom Nordyke
02-02,Annie Young,John Erwin,Tom Nordyke
02-02,Annie Young,John Erwin,Tom Nordyke
02-02,Annie Young,John Erwin,Tom Nordyke
02-02,Annie Young,John Erwin,Tom Nordyke
02-02,Annie Young,John Erwin,Tom Nordyke
02-03,Annie Young,John Erwin,Tom Nordyke
02-03,Annie Young,John Erwin,Tom Nordyke
02-03,Annie Young,John Erwin,Tom Nordyke
02-03,Annie Young,John Erwin,Tom Nordyke
02-03,Annie Young,John Erwin,Tom Nordyke
02-03,Annie Young,John Erwin,Tom Nordyke
02-05,Annie Young,John Erwin,Tom Nordyke
02-05,Annie Young,John Erwin,Tom Nordyke
02-06,Annie Young,John Erwin,Tom Nordyke
02-06,Annie Young,John Erwin,Tom Nordyke
02-06,Annie Young,John Erwin,Tom Nordyke
02-07,Annie Young,John Erwin,Tom Nordyke
02-07,Annie Young,John Erwin,Tom Nordyke
02-08,Annie Young,John Erwin,Tom Nordyke
02-09,Annie Young,John Erwin,Tom Nordyke
02-09,Annie Young,John Erwin,Tom Nordyke
02-09,Annie Young,John Erwin,Tom Nordyke
02-09,Annie Young,John Erwin,Tom Nordyke
02-11,Annie Young,John Erwin,Tom Nordyke
03-02,Annie Young,John Erwin,Tom Nordyke
03-02,Annie Young,John Erwin,Tom Nordyke
03-03,Annie Young,John Erwin,Tom Nordyke
03-03,Annie Young,John Erwin,Tom Nordyke
03-03,Annie Young,John Erwin,Tom Nordyke
03-03,Annie Young,John Erwin,Tom Nordyke
03-03,Annie Young,John Erwin,Tom Nordyke
03-03,Annie Young,John Erwin,Tom Nordyke
03-03,Annie Young,John Erwin,Tom Nordyke
03-03,Annie Young,John Erwin,Tom Nordyke
03-03,Annie Young,John Erwin,Tom Nordyke
03-03,Annie Young,John Erwin,Tom Nordyke
03-03,Annie Young,John Erwin,Tom Nordyke
03-03,Annie Young,John Erwin,Tom Nordyke
03-03,Annie Young,John Erwin,Tom Nordyke
03-03,Annie Young,John Erwin,Tom Nordyke
03-03,Annie Young,John Erwin,Tom Nordyke
03-03,Annie Young,John Erwin,Tom Nordyke
03-03,Annie Young,John Erwin,Tom Nordyke
03-03,Annie Young,John Erwin,Tom Nordyke
03-03,Annie Young,John Erwin,Tom Nordyke
03-04,Annie Young,John Erwin,Tom Nordyke
03-04,Annie Young,John Erwin,Tom Nordyke
03-04,Annie Young,John Erwin,Tom Nordyke
03-05,Annie Young,John Erwin,Tom Nordyke
03-06,Annie Young,John Erwin,Tom Nordyke
03-06,Annie Young,John Erwin,Tom Nordyke
04-01,Annie Young,John Erwin,Tom Nordyke
04-04,Annie Young,John Erwin,Tom Nordyke
04-04,Annie Young,John Erwin,Tom Nordyke
04-06,Annie Young,John Erwin,Tom Nordyke
04-09,Annie Young,John Erwin,Tom Nordyke
04-09,Annie Young,John Erwin,Tom Nordyke
04-09,Annie Young,John Erwin,Tom Nordyke
05-01,Annie Young,John Erwin,Tom Nordyke
05-01,Annie Young,John Erwin,Tom Nordyke
05-02,Annie Young,John Erwin,Tom Nordyke
05-02,Annie Young,John Erwin,Tom Nordyke
05-05,Annie Young,John Erwin,Tom Nordyke
05-08,Annie Young,John Erwin,Tom Nordyke
06-02,Annie Young,John Erwin,Tom Nordyke
06-02,Annie Young,John Erwin,Tom Nordyke
06-02,Annie Young,John Erwin,Tom Nordyke
06-02,Annie Young,John Erwin,Tom Nordyke
06-02,Annie Young,John Erwin,Tom Nordyke
06-02,Annie Young,John Erwin,Tom Nordyke
06-02,Annie Young,John Erwin,Tom Nordyke
06-02,Annie Young,John Erwin,Tom Nordyke
06-02,Annie Young,John Erwin,Tom Nordyke
06-03,Annie Young,John Erwin,Tom Nordyke
06-03,Annie Young,John Erwin,Tom Nordyke
06-04,Annie Young,John Erwin,Tom Nordyke
06-04,Annie Young,John Erwin,Tom Nordyke
06-04,Annie Young,John Erwin,Tom Nordyke
06-05,Annie Young,John Erwin,Tom Nordyke
06-05,Annie Young,John Erwin,Tom Nordyke
06-07,Annie Young,John Erwin,Tom Nordyke
07-01,Annie Young,John Erwin,Tom Nordyke
07-01,Annie Young,John Erwin,Tom Nordyke
07-01,Annie Young,John Erwin,Tom Nordyke
07-01,Annie Young,John Erwin,Tom Nordyke
07-01,Annie Young,John Erwin,Tom Nordyke
07-01,Annie Young,John Erwin,Tom Nordyke
07-01,Annie Young,John Erwin,Tom Nordyke
07-01,Annie Young,John Erwin,Tom Nordyke
07-01,Annie Young,John Erwin,Tom Nordyke
07-01,Annie Young,John Erwin,Tom Nordyke
07-01,Annie Young,John Erwin,Tom Nordyke
07-01,Annie Young,John Erwin,Tom Nordyke
07-01,Annie Young,John Erwin,Tom Nordyke
07-01,Annie Young,John Erwin,Tom Nordyke
07-02,Annie Young,John Erwin,Tom Nordyke
07-02,Annie Young,John Erwin,Tom Nordyke
07-02,Annie Young,John Erwin,Tom Nordyke
07-02,Annie Young,John Erwin,Tom Nordyke
07-02,Annie Young,John Erwin,Tom Nordyke
07-02,Annie Young,John Erwin,Tom Nordyke
07-02,Annie Young,John Erwin,Tom Nordyke
07-02,Annie Young,John Erwin,Tom Nordyke
07-02,Annie Young,John Erwin,Tom Nordyke
07-02,Annie Young,John Erwin,Tom Nordyke
07-03,Annie Young,John Erwin,Tom Nordyke
07-03,Annie Young,John Erwin,Tom Nordyke
07-03,Annie Young,John Erwin,Tom Nordyke
07-03,Annie Young,John Erwin,Tom Nordyke
07-03,Annie Young,John Erwin,Tom Nordyke
07-03,Annie Young,John Erwin,Tom Nordyke
07-03,Annie Young,John Erwin,Tom Nordyke
07-03,Annie Young,John Erwin,Tom Nordyke
07-04,Annie Young,John Erwin,Tom Nordyke
07-04,Annie Young,John Erwin,Tom Nordyke
07-04,Annie Young,John Erwin,Tom Nordyke
07-04,Annie Young,John Erwin,Tom Nordyke
07-04,Annie Young,John Erwin,Tom Nordyke
07-04,Annie Young,John Erwin,Tom Nordyke
07-04,Annie Young,John Erwin,Tom Nordyke
07-04,Annie Young,John Erwin,Tom Nordyke
07-04,Annie Young,John Erwin,Tom Nordyke
07-04,Annie Young,John Erwin,Tom Nordyke
07-05,Annie Young,John Erwin,Tom Nordyke
07-05,Annie Young,John Erwin,Tom Nordyke
07-06,Annie Young,John Erwin,Tom Nordyke
07-06,Annie Young,John Erwin,Tom Nordyke
07-06,Annie Young,John Erwin,Tom Nordyke
07-06,Annie Young,John Erwin,Tom Nordyke
07-07,Annie Young,John Erwin,Tom Nordyke
07-07,Annie Young,John Erwin,Tom Nordyke
07-08,Annie Young,John Erwin,Tom Nordyke
07-08,Annie Young,John Erwin,Tom Nordyke
07-08,Annie Young,John Erwin,Tom Nordyke
07-08,Annie Young,John Erwin,Tom Nordyke
07-08,Annie Young,John Erwin,Tom Nordyke
07-08,Annie Young,John Erwin,Tom Nordyke
07-08,Annie Young,John Erwin,Tom Nordyke
07-08,Annie Young,John Erwin,Tom Nordyke
07-08,Annie Young,John Erwin,Tom Nordyke
07-08,Annie Young,John Erwin,Tom Nordyke
07-09,Annie Young,John Erwin,Tom Nordyke
07-10,Annie Young,John Erwin,Tom Nordyke
07-11,Annie Young,John Erwin,Tom Nordyke
07-11,Annie Young,John Erwin,Tom Nordyke
07-11,Annie Young,John Erwin,Tom Nordyke
07-11,Annie Young,John Erwin,Tom Nordyke
07-11,Annie Young,John Erwin,Tom Nordyke
07-11,Annie Young,John Erwin,Tom Nordyke
07-11,Annie Young,John Erwin,Tom Nordyke
07-11,Annie Young,John Erwin,Tom Nordyke
07-11,Annie Young,John Erwin,Tom Nordyke
07-11,Annie Young,John Erwin,Tom Nordyke
07-11,Annie Young,John Erwin,Tom Nordyke
07-11,Annie Young,John Erwin,Tom Nordyke
07-11,Annie Young,John Erwin,Tom Nordyke
08-01,Annie Young,John Erwin,Tom Nordyke
08-02,Annie Young,John Erwin,Tom Nordyke
08-03,Annie Young,John Erwin,Tom Nordyke
08-03,Annie Young,John Erwin,Tom Nordyke
08-05,Annie Young,John Erwin,Tom Nordyke
08-05,Annie Young,John Erwin,Tom Nordyke
08-05,Annie Young,John Erwin,Tom Nordyke
08-05,Annie Young,John Erwin,Tom Nordyke
08-05,Annie Young,John Erwin,Tom Nordyke
08-05,Annie Young,John Erwin,Tom Nordyke
08-06,Annie Young,John Erwin,Tom Nordyke
08-06,Annie Young,John Erwin,Tom Nordyke
08-06,Annie Young,John Erwin,Tom Nordyke
08-06,Annie Young,John Erwin,Tom Nordyke
08-06,Annie Young,John Erwin,Tom Nordyke
08-06,Annie Young,John Erwin,Tom Nordyke
08-07,Annie Young,John Erwin,Tom Nordyke
08-07,Annie Young,John Erwin,Tom Nordyke
08-07,Annie Young,John Erwin,Tom Nordyke
08-07,Annie Young,John Erwin,Tom Nordyke
08-08,Annie Young,John Erwin,Tom Nordyke
08-08,Annie Young,John Erwin,Tom Nordyke
08-08,Annie Young,John Erwin,Tom Nordyke
08-08,Annie Young,John Erwin,Tom Nordyke
08-08,Annie Young,John Erwin,Tom Nordyke
08-10,Annie Young,John Erwin,Tom Nordyke
08-10,Annie Young,John Erwin,Tom Nordyke
08-10,Annie Young,John Erwin,Tom Nordyke
08-10,Annie Young,John Erwin,Tom Nordyke
08-10,Annie Young,John Erwin,Tom Nordyke
08-10,Annie Young,John Erwin,Tom Nordyke
09-01,Annie Young,John Erwin,Tom Nordyke
09-01,Annie Young,John Erwin,Tom Nordyke
09-01,Annie Young,John Erwin,Tom Nordyke
09-01,Annie Young,John Erwin,Tom Nordyke
09-02,Annie Young,John Erwin,Tom Nordyke
09-02,Annie Young,John Erwin,Tom Nordyke
09-04,Annie Young,John Erwin,Tom Nordyke
09-04,Annie Young,John Erwin,Tom Nordyke
09-04,Annie Young,John Erwin,Tom Nordyke
09-04,Annie Young,John Erwin,Tom Nordyke
09-05,Annie Young,John Erwin,Tom Nordyke
09-05,Annie Young,John Erwin,Tom Nordyke
09-06,Annie Young,John Erwin,Tom Nordyke
09-06,Annie Young,John Erwin,Tom Nordyke
09-06,Annie Young,John Erwin,Tom Nordyke
09-06,Annie Young,John Erwin,Tom Nordyke
09-06,Annie Young,John Erwin,Tom Nordyke
09-06,Annie Young,John Erwin,Tom Nordyke
09-06,Annie Young,John Erwin,Tom Nordyke
09-06,Annie Young,John Erwin,Tom Nordyke
09-06,Annie Young,John Erwin,Tom Nordyke
09-07,Annie Young,John Erwin,Tom Nordyke
09-07,Annie Young,John Erwin,Tom Nordyke
09-07,Annie Young,John Erwin,Tom Nordyke
09-07,Annie Young,John Erwin,Tom Nordyke
09-07,Annie Young,John Erwin,Tom Nordyke
09-07,Annie Young,John Erwin,Tom Nordyke
09-07,Annie Young,John Erwin,Tom Nordyke
09-08,Annie Young,John Erwin,Tom Nordyke
09-08,Annie Young,John Erwin,Tom Nordyke
09-08,Annie Young,John Erwin,Tom Nordyke
09-08,Annie Young,John Erwin,Tom Nordyke
09-08,Annie Young,John Erwin,Tom Nordyke
09-08,Annie Young,John Erwin,Tom Nordyke
09-08,Annie Young,John Erwin,Tom Nordyke
09-08,Annie Young,John Erwin,Tom Nordyke
09-08,Annie Young,John Erwin,Tom Nordyke
09-08,Annie Young,John Erwin,Tom Nordyke
09-09,Annie Young,John Erwin,Tom Nordyke
09-09,Annie Young,John Erwin,Tom Nordyke
09-09,Annie Young,John Erwin,Tom Nordyke
09-09,Annie Young,John Erwin,Tom Nordyke
09-09,Annie Young,John Erwin,Tom Nordyke
09-09,Annie Young,John Erwin,Tom Nordyke
10-01,Annie Young,John Erwin,Tom Nordyke
10-01,Annie Young,John Erwin,Tom Nordyke
10-01,Annie Young,John Erwin,Tom Nordyke
10-01,Annie Young,John Erwin,Tom Nordyke
10-02,Annie Young,John Erwin,Tom Nordyke
10-02,Annie Young,John Erwin,Tom Nordyke
10-02,Annie Young,John Erwin,Tom Nordyke
10-02,Annie Young,John Erwin,Tom Nordyke
10-02,Annie Young,John Erwin,Tom Nordyke
10-02,Annie Young,John Erwin,Tom Nordyke
10-02,Annie Young,John Erwin,Tom Nordyke
10-02,Annie Young,John Erwin,Tom Nordyke
10-02,Annie Young,John Erwin,Tom Nordyke
10-03,Annie Young,John Erwin,Tom Nordyke
10-03,Annie Young,John Erwin,Tom Nordyke
10-03,Annie Young,John Erwin,Tom Nordyke
10-03,Annie Young,John Erwin,Tom Nordyke
10-03,Annie Young,John Erwin,Tom Nordyke
10-03,Annie Young,John Erwin,Tom Nordyke
10-04,Annie Young,John Erwin,Tom Nordyke
10-04,Annie Young,John Erwin,Tom Nordyke
10-06,Annie Young,John Erwin,Tom Nordyke
10-06,Annie Young,John Erwin,Tom Nordyke
10-06,Annie Young,John Erwin,Tom Nordyke
10-06,Annie Young,John Erwin,Tom Nordyke
10-06,Annie Young,John Erwin,Tom Nordyke
10-07,Annie Young,John Erwin,Tom Nordyke
10-07,Annie Young,John Erwin,Tom Nordyke
10-07,Annie Young,John Erwin,Tom Nordyke
10-07,Annie Young,John Erwin,Tom Nordyke
10-07,Annie Young,John Erwin,Tom Nordyke
10-07,Annie Young,John Erwin,Tom Nordyke
10-08,Annie Young,John Erwin,Tom Nordyke
10-08,Annie Young,John Erwin,Tom Nordyke
10-08,Annie Young,John Erwin,Tom Nordyke
10-08,Annie Young,John Erwin,Tom Nordyke
10-08,Annie Young,John Erwin,Tom Nordyke
10-08,Annie Young,John Erwin,Tom Nordyke
10-09,Annie Young,John Erwin,Tom Nordyke
10-09,Annie Young,John Erwin,Tom Nordyke
10-09,Annie Young,John Erwin,Tom Nordyke
10-09,Annie Young,John Erwin,Tom Nordyke
10-09,Annie Young,John Erwin,Tom Nordyke
10-09,Annie Young,John Erwin,Tom Nordyke
10-10,Annie Young,John Erwin,Tom Nordyke
10-10,Annie Young,John Erwin,Tom Nordyke
10-10,Annie Young,John Erwin,Tom Nordyke
10-10,Annie Young,John Erwin,Tom Nordyke
10-10,Annie Young,John Erwin,Tom Nordyke
10-10,Annie Young,John Erwin,Tom Nordyke
10-10,Annie Young,John Erwin,Tom Nordyke
10-10,Annie Young,John Erwin,Tom Nordyke
10-10,Annie Young,John Erwin,Tom Nordyke
10-10,Annie Young,John Erwin,Tom Nordyke
10-10,Annie Young,John Erwin,Tom Nordyke
10-10,Annie Young,John Erwin,Tom Nordyke
10-11,Annie Young,John Erwin,Tom Nordyke
10-11,Annie Young,John Erwin,Tom Nordyke
10-11,Annie Young,John Erwin,Tom Nordyke
11-01,Annie Young,John Erwin,Tom Nordyke
11-01,Annie Young,John Erwin,Tom Nordyke
11-01,Annie Young,John Erwin,Tom Nordyke
11-01,Annie Young,John Erwin,Tom Nordyke
11-01,Annie Young,John Erwin,Tom Nordyke
11-01,Annie Young,John Erwin,Tom Nordyke
11-01,Annie Young,John Erwin,Tom Nordyke
11-01,Annie Young,John Erwin,Tom Nordyke
11-01,Annie Young,John Erwin,Tom Nordyke
11-01,Annie Young,John Erwin,Tom Nordyke
11-01,Annie Young,John Erwin,Tom Nordyke
11-01,Annie Young,John Erwin,Tom Nordyke
11-02,Annie Young,John Erwin,Tom Nordyke
11-02,Annie Young,John Erwin,Tom Nordyke
11-02,Annie Young,John Erwin,Tom Nordyke
11-02,Annie Young,John Erwin,Tom Nordyke
11-02,Annie Young,John Erwin,Tom Nordyke
11-02,Annie Young,John Erwin,Tom Nordyke
11-02,Annie Young,John Erwin,Tom Nordyke
11-02,Annie Young,John Erwin,Tom Nordyke
11-02,Annie Young,John Erwin,Tom Nordyke
11-02,Annie Young,John Erwin,Tom Nordyke
11-05,Annie Young,John Erwin,Tom Nordyke
11-05,Annie Young,John Erwin,Tom Nordyke
11-05,Annie Young,John Erwin,Tom Nordyke
11-05,Annie Young,John Erwin,Tom Nordyke
11-05,Annie Young,John Erwin,Tom Nordyke
11-05,Annie Young,John Erwin,Tom Nordyke
11-05,Annie Young,John Erwin,Tom Nordyke
11-05,Annie Young,John Erwin,Tom Nordyke
11-05,Annie Young,John Erwin,Tom Nordyke
11-05,Annie Young,John Erwin,Tom Nordyke
11-06,Annie Young,John Erwin,Tom Nordyke
11-06,Annie Young,John Erwin,Tom Nordyke
11-07,Annie Young,John Erwin,Tom Nordyke
11-07,Annie Young,John Erwin,Tom Nordyke
11-07,Annie Young,John Erwin,Tom Nordyke
11-07,Annie Young,John Erwin,Tom Nordyke
11-07,Annie Young,John Erwin,Tom Nordyke
11-08,Annie Young,John Erwin,Tom Nordyke
11-08,Annie Young,John Erwin,Tom Nordyke
11-08,Annie Young,John Erwin,Tom Nordyke
11-08,Annie Young,John Erwin,Tom Nordyke
11-08,Annie Young,John Erwin,Tom Nordyke
11-09,Annie Young,John Erwin,Tom Nordyke
12-01,Annie Young,John Erwin,Tom Nordyke
12-01,Annie Young,John Erwin,Tom Nordyke
12-01,Annie Young,John Erwin,Tom Nordyke
12-01,Annie Young,John Erwin,Tom Nordyke
12-02,Annie Young,John Erwin,Tom Nordyke
12-02,Annie Young,John Erwin,Tom Nordyke
12-02,Annie Young,John Erwin,Tom Nordyke
12-02,Annie Young,John Erwin,Tom Nordyke
12-02,Annie Young,John Erwin,Tom Nordyke
12-02,Annie Young,John Erwin,Tom Nordyke
12-03,Annie Young,John Erwin,Tom Nordyke
12-03,Annie Young,John Erwin,Tom Nordyke
12-03,Annie Young,John Erwin,Tom Nordyke
12-04,Annie Young,John Erwin,Tom Nordyke
12-04,Annie Young,John Erwin,Tom Nordyke
12-04,Annie Young,John Erwin,Tom Nordyke
12-04,Annie Young,John Erwin,Tom Nordyke
12-04,Annie Young,John Erwin,Tom Nordyke
12-04,Annie Young,John Erwin,Tom Nordyke
12-05,Annie Young,John Erwin,Tom Nordyke
12-06,Annie Young,John Erwin,Tom Nordyke
12-08,Annie Young,John Erwin,Tom Nordyke
12-08,Annie Young,John Erwin,Tom Nordyke
12-08,Annie Young,John Erwin,Tom Nordyke
12-08,Annie Young,John Erwin,Tom Nordyke
12-08,Annie Young,John Erwin,Tom Nordyke
12-08,Annie Young,John Erwin,Tom Nordyke
12-08,Annie Young,John Erwin,Tom Nordyke
12-08,Annie Young,John Erwin,Tom Nordyke
12-09,Annie Young,John Erwin,Tom Nordyke
12-09,Annie Young,John Erwin,Tom Nordyke
12-09,Annie Young,John Erwin,Tom Nordyke
12-09,Annie Young,John Erwin,Tom Nordyke
12-09,Annie Young,John Erwin,Tom Nordyke
12-09,Annie Young,John Erwin,Tom Nordyke
12-10,Annie Young,John Erwin,Tom Nordyke
12-10,Annie Young,John Erwin,Tom Nordyke
12-11,Annie Young,John Erwin,Tom Nordyke
12-11,Annie Young,John Erwin,Tom Nordyke
12-11,Annie Young,John Erwin,Tom Nordyke
12-11,Annie Young,John Erwin,Tom Nordyke
12-11,Annie Young,John Erwin,Tom Nordyke
12-11,Annie Young,John Erwin,Tom Nordyke
12-11,Annie Young,John Erwin,Tom Nordyke
12-11,Annie Young,John Erwin,Tom Nordyke
13-01,Annie Young,John Erwin,Tom Nordyke
13-01,Annie Young,John Erwin,Tom Nordyke
13-01,Annie Young,John Erwin,Tom Nordyke
13-02,Annie Young,John Erwin,Tom Nordyke
13-02,Annie Young,John Erwin,Tom Nordyke
