index,rank1,rank2,rank3,rank4
2465,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2466,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2467,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2468,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2469,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2470,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2471,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2472,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2473,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2474,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2475,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2476,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2477,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2478,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2479,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2480,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2481,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2482,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2483,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2484,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2485,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2486,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2487,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2488,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2489,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2490,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2491,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2492,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2493,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2494,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2495,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2496,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2497,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2498,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2499,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2500,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2501,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2502,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2503,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2504,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2505,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2506,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2507,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2508,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2509,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2510,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2511,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2512,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2513,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2514,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2515,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2516,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2517,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2518,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2519,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2520,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2521,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2522,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2523,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2524,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2525,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2526,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2527,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2528,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2529,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2530,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2531,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2532,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2533,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2534,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2535,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2536,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2537,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2538,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2539,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2540,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2541,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2542,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2543,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2544,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2545,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2546,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2547,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2548,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2549,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2550,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2551,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2552,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2553,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2554,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2555,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,undervote
2556,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,JAMES LINDLEY III
2557,NICOLE M. LACHAPELLE,ERIC K. BERZINS,KEITH M. ROUTHIER,BARNABY BREWIN
2558,NICOLE M. LACHAPELLE,ERIC K. BERZINS,DONALD W. TORREY,undervote
2559,NICOLE M. LACHAPELLE,ERIC K. BERZINS,DONALD W. TORREY,KEITH M. ROUTHIER
2560,NICOLE M. LACHAPELLE,BURNS MAXEY,undervote,undervote
2561,NICOLE M. LACHAPELLE,ZACHARY C.,undervote,undervote
2562,NICOLE M. LACHAPELLE,FARLIN BLACK,undervote,undervote
2563,NICOLE M. LACHAPELLE,AVERY LAVALLEY,undervote,undervote
2564,NICOLE M. LACHAPELLE,DONAL CARBAUGH,ERIC K. BERZINS,undervote
2565,NICOLE M. LACHAPELLE,WILL BUNDY,undervote,undervote
2566,NICOLE M. LACHAPELLE,MEGAN FALLER,undervote,undervote
2567,NICOLE M. LACHAPELLE,TRAVIS CONNOLLY,KEITH M. ROUTHIER,ERIC K. BERZINS
2568,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2569,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2570,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2571,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2572,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2573,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2574,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2575,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2576,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2577,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2578,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2579,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2580,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2581,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2582,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2583,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2584,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2585,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2586,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2587,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2588,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2589,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2590,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2591,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2592,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2593,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2594,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2595,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2596,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2597,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2598,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2599,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2600,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2601,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2602,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2603,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2604,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2605,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2606,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2607,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2608,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2609,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2610,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2611,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2612,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2613,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2614,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2615,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2616,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2617,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2618,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2619,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2620,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2621,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2622,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2623,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2624,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2625,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2626,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2627,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2628,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2629,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2630,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2631,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2632,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2633,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2634,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2635,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2636,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2637,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2638,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2639,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2640,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2641,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2642,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2643,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2644,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2645,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2646,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2647,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2648,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2649,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2650,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2651,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2652,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2653,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2654,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2655,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2656,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2657,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2658,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2659,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2660,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2661,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2662,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2663,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2664,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2665,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2666,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2667,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2668,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2669,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2670,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2671,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2672,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2673,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2674,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2675,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2676,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2677,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2678,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2679,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2680,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2681,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2682,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2683,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2684,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2685,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2686,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2687,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2688,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2689,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2690,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2691,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2692,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2693,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2694,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2695,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2696,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2697,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2698,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2699,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2700,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2701,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2702,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2703,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2704,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2705,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2706,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2707,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2708,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2709,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2710,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2711,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2712,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2713,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2714,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2715,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2716,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2717,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2718,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2719,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2720,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2721,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2722,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2723,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2724,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2725,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2726,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2727,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2728,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2729,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2730,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2731,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2732,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2733,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2734,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2735,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2736,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2737,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2738,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2739,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2740,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2741,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2742,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2743,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2744,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2745,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2746,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2747,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2748,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2749,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2750,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2751,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2752,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2753,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2754,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2755,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2756,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2757,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2758,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2759,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2760,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2761,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2762,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2763,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2764,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2765,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2766,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2767,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2768,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2769,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2770,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2771,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,undervote
2772,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,ERIC K. BERZINS
2773,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,ERIC K. BERZINS
2774,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,ERIC K. BERZINS
2775,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,ERIC K. BERZINS
2776,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,ERIC K. BERZINS
2777,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,ERIC K. BERZINS
2778,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,ERIC K. BERZINS
2779,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,ERIC K. BERZINS
2780,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,ERIC K. BERZINS
2781,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,ERIC K. BERZINS
2782,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,ERIC K. BERZINS
2783,NICOLE M. LACHAPELLE,KEITH M. ROUTHIER,undervote,ERIC K. BERZINS
